Timestamp,Type,Strike,Expiration,Bid,Ask,LastPrice,IV,Volume,OpenInterest,InTheMoney,MID,Spread
2025-06-13 14:17:25.968857,PUT,70.0,2025-06-18,50.2,50.3,49.95,1.0000000000000003e-05,1.0,152,True,50.25,0.09999999999999432
2025-06-13 14:17:25.968890,PUT,75.0,2025-06-18,55.15,55.25,54.78,1.0000000000000003e-05,1.0,103,True,55.2,0.10000000000000142
2025-06-13 14:17:25.968928,PUT,80.0,2025-06-18,60.25,60.4,54.94,1.0000000000000003e-05,7.0,9,True,60.325,0.14999999999999858
2025-06-13 14:17:25.968961,PUT,85.0,2025-06-18,65.1,65.25,65.2,1.0000000000000003e-05,,1,True,65.175,0.15000000000000568
2025-06-13 14:17:25.968995,PUT,90.0,2025-06-18,70.1,70.25,71.75,1.0000000000000003e-05,1.0,175,True,70.175,0.15000000000000568
2025-06-13 14:17:25.969028,PUT,100.0,2025-06-18,80.1,80.25,79.95,1.0000000000000003e-05,2.0,242,True,80.175,0.15000000000000568
2025-06-13 14:17:25.969063,PUT,110.0,2025-06-18,90.05,90.15,84.0,1.0000000000000003e-05,1.0,2,True,90.1,0.10000000000000853
2025-06-13 14:17:25.969097,PUT,120.0,2025-06-18,100.0,100.15,93.65,1.0000000000000003e-05,1.0,2,True,100.075,0.15000000000000568
2025-06-13 14:17:25.969129,PUT,130.0,2025-06-18,110.1,110.2,109.3,1.0000000000000003e-05,345.0,356,True,110.15,0.10000000000000853
2025-06-13 14:17:25.969162,PUT,140.0,2025-06-18,120.1,120.25,119.7,1.0000000000000003e-05,1.0,2,True,120.175,0.15000000000000568
2025-06-13 14:17:25.969199,PUT,150.0,2025-06-18,130.05,130.15,129.8,1.0000000000000003e-05,1.0,130,True,130.10000000000002,0.09999999999999432
2025-06-13 14:17:25.969233,PUT,170.0,2025-06-18,149.8,150.2,145.4,1.0000000000000003e-05,1.0,6,True,150.0,0.39999999999997726
2025-06-13 14:17:25.969266,PUT,180.0,2025-06-18,160.15,160.25,161.4,1.0000000000000003e-05,4.0,281,True,160.2,0.09999999999999432
2025-06-13 14:17:25.969298,PUT,200.0,2025-06-18,179.9,180.2,180.94,1.0000000000000003e-05,10.0,26,True,180.05,0.29999999999998295
2025-06-13 14:17:26.252421,CALL,11.0,2025-06-25,5.86,11.54,8.2,2.7695343261718754,1.0,0,True,8.7,5.679999999999999
2025-06-13 14:17:26.252467,CALL,11.5,2025-06-25,5.2,11.04,10.23,2.4668007080078125,1.0,1,True,8.12,5.839999999999999
2025-06-13 14:17:26.252517,CALL,12.0,2025-06-25,4.7,10.55,9.68,2.3164104589843744,2.0,2,True,7.625,5.8500000000000005
2025-06-13 14:17:26.252555,CALL,12.5,2025-06-25,4.2,10.05,7.08,2.160160849609375,1.0,1,True,7.125,5.8500000000000005
2025-06-13 14:17:26.252591,CALL,14.0,2025-06-25,5.8,6.1,6.0,2.1171922070312497,,2,True,5.949999999999999,0.2999999999999998
2025-06-13 14:17:26.252628,CALL,14.5,2025-06-25,5.3,5.65,6.0,1.9882813085937499,,1,True,5.475,0.35000000000000053
2025-06-13 14:17:26.252664,CALL,15.0,2025-06-25,4.81,5.1,5.65,1.81640716796875,6.0,121,True,4.955,0.29000000000000004
2025-06-13 14:17:26.252700,CALL,16.0,2025-06-25,3.86,4.15,4.25,1.5644553027343748,150.0,554,True,4.005,0.2900000000000005
2025-06-13 14:17:26.252736,CALL,17.0,2025-06-25,2.95,3.25,2.9,1.3476595117187498,375.0,745,True,3.1,0.2999999999999998
2025-06-13 14:17:26.252773,CALL,18.0,2025-06-25,2.26,2.52,2.31,1.2578162109375,277.0,811,True,2.3899999999999997,0.26000000000000023
2025-06-13 14:17:26.252815,CALL,19.0,2025-06-25,1.95,1.99,1.75,1.3222690136718749,232.0,1813,True,1.97,0.040000000000000036
2025-06-13 14:17:26.252851,CALL,20.0,2025-06-25,1.5,1.62,1.55,1.3300814746093748,1556.0,3032,False,1.56,0.1200000000000001
2025-06-13 14:17:26.252890,CALL,21.0,2025-06-25,1.16,1.35,1.27,1.359378203125,532.0,685,False,1.255,0.19000000000000017
2025-06-13 14:17:26.252925,CALL,22.0,2025-06-25,1.08,1.12,1.05,1.455080849609375,459.0,1386,False,1.1,0.040000000000000036
2025-06-13 14:17:26.252960,CALL,23.0,2025-06-25,0.85,0.96,0.89,1.486330693359375,478.0,978,False,0.905,0.10999999999999999
2025-06-13 14:17:26.252995,CALL,24.0,2025-06-25,0.62,0.84,0.75,1.501955615234375,495.0,929,False,0.73,0.21999999999999997
2025-06-13 14:17:26.253031,CALL,25.0,2025-06-25,0.72,0.76,0.67,1.654298603515625,522.0,1455,False,0.74,0.040000000000000036
2025-06-13 14:17:26.253066,CALL,26.0,2025-06-25,0.49,0.67,0.65,1.6367205664062499,97.0,283,False,0.5800000000000001,0.18000000000000005
2025-06-13 14:17:26.253108,CALL,27.0,2025-06-25,0.44,0.6,0.5,1.6933609082031251,17.0,319,False,0.52,0.15999999999999998
2025-06-13 14:17:26.253145,CALL,28.0,2025-06-25,0.39,0.54,0.49,1.7441419042968749,109.0,242,False,0.465,0.15000000000000002
2025-06-13 14:17:26.253181,CALL,29.0,2025-06-25,0.36,0.51,0.31,1.8125009374999999,1.0,60,False,0.435,0.15000000000000002
2025-06-13 14:17:26.253217,CALL,30.0,2025-06-25,0.33,0.46,0.45,1.859375703125,659.0,1662,False,0.395,0.13
2025-06-13 14:17:26.253253,CALL,31.0,2025-06-25,0.3,0.44,0.32,1.9160160449218753,45.0,72,False,0.37,0.14
2025-06-13 14:17:26.253289,CALL,32.0,2025-06-25,0.3,0.4,0.45,1.97265638671875,4.0,14,False,0.35,0.10000000000000003
2025-06-13 14:17:26.253325,CALL,33.0,2025-06-25,0.25,0.37,0.37,1.99609376953125,2.0,116,False,0.31,0.12
2025-06-13 14:17:26.253361,CALL,34.0,2025-06-25,0.23,0.34,0.2,2.031254921875,20.0,150,False,0.28500000000000003,0.11000000000000001
2025-06-13 14:17:26.253402,CALL,35.0,2025-06-25,0.21,0.32,0.3,2.07031732421875,54.0,219,False,0.265,0.11000000000000001
2025-06-13 14:17:26.253438,CALL,36.0,2025-06-25,0.19,0.3,0.27,2.1054734863281244,3.0,5,False,0.245,0.10999999999999999
2025-06-13 14:17:26.253473,CALL,37.0,2025-06-25,0.17,0.28,0.17,2.1328171679687498,5.0,33,False,0.22500000000000003,0.11000000000000001
2025-06-13 14:17:26.253508,CALL,38.0,2025-06-25,0.16,0.26,0.15,2.16406708984375,7.0,67,False,0.21000000000000002,0.1
2025-06-13 14:17:26.253544,CALL,39.0,2025-06-25,0.15,0.25,0.12,2.2031294921874993,2.0,7,False,0.2,0.1
2025-06-13 14:17:26.253584,CALL,40.0,2025-06-25,0.15,0.24,0.19,2.2500043749999996,39.0,222,False,0.195,0.09
2025-06-13 14:17:26.253620,CALL,42.5,2025-06-25,0.12,0.2,0.14,2.3046917382812495,100.0,355,False,0.16,0.08000000000000002
2025-06-13 14:17:26.253656,CALL,45.0,2025-06-25,0.1,0.18,0.18,2.3750040624999995,3.0,1127,False,0.14,0.07999999999999999
2025-06-13 14:17:26.253698,CALL,47.5,2025-06-25,0.09,0.15,0.15,2.42969142578125,3.0,43,False,0.12,0.06
2025-06-13 14:17:26.253734,CALL,50.0,2025-06-25,0.08,0.13,0.1,2.47656630859375,61.0,187,False,0.10500000000000001,0.05
2025-06-13 14:17:26.253771,CALL,55.0,2025-06-25,0.06,0.11,0.11,2.593753515625,31.0,8,False,0.08499999999999999,0.05
2025-06-13 14:17:26.253807,CALL,60.0,2025-06-25,0.04,0.08,0.05,2.6250034375,2.0,33,False,0.06,0.04
2025-06-13 14:17:26.253842,CALL,65.0,2025-06-25,0.03,0.09,0.08,2.7812530468750003,2.0,5,False,0.06,0.06
2025-06-13 14:17:26.253878,CALL,70.0,2025-06-25,0.02,0.07,0.04,2.81250296875,471.0,37,False,0.045000000000000005,0.05
2025-06-13 14:17:26.253913,CALL,75.0,2025-06-25,0.02,0.07,0.08,2.93750265625,5.0,5,False,0.045000000000000005,0.05
2025-06-13 14:17:26.253949,CALL,80.0,2025-06-25,0.01,0.07,0.08,3.0000025,10.0,10,False,0.04,0.060000000000000005
2025-06-13 14:17:26.253990,CALL,100.0,2025-06-25,0.0,0.04,0.04,3.156252109375,1.0,21,False,0.02,0.04
2025-06-13 14:17:26.254136,PUT,11.5,2025-06-25,0.0,0.02,0.02,1.15625421875,14.0,14,False,0.01,0.02
2025-06-13 14:17:26.254176,PUT,12.0,2025-06-25,0.0,0.02,0.02,1.0625046875000002,10.0,13,False,0.01,0.02
2025-06-13 14:17:26.254213,PUT,13.0,2025-06-25,0.0,0.04,0.03,0.98437515625,10.0,41,False,0.02,0.04
2025-06-13 14:17:26.254248,PUT,13.5,2025-06-25,0.0,0.05,0.01,0.937500625,1.0,1,False,0.025,0.05
2025-06-13 14:17:26.254291,PUT,14.0,2025-06-25,0.0,0.03,0.02,0.7812521875,13.0,26,False,0.015,0.03
2025-06-13 14:17:26.254328,PUT,14.5,2025-06-25,0.01,0.06,0.03,0.8125018749999999,38.0,57,False,0.034999999999999996,0.049999999999999996
2025-06-13 14:17:26.254364,PUT,15.0,2025-06-25,0.03,0.07,0.03,0.7812521875,11.0,288,False,0.05,0.04000000000000001
2025-06-13 14:17:26.254400,PUT,16.0,2025-06-25,0.06,0.09,0.07,0.6640658593750002,1125.0,1660,False,0.075,0.03
2025-06-13 14:17:26.254436,PUT,17.0,2025-06-25,0.18,0.24,0.2,0.6679720703125002,587.0,989,False,0.21,0.06
